Epoch,Train Loss,Val Loss,Mean IoU,Time (s)
1,1.0896206668445043,0.774528980255127,0.17441095950889712,5.9244959354400635
2,0.6583335229328701,0.590388149023056,0.17571767171201616,5.076795339584351
3,0.4674540396247591,0.47561466693878174,0.22034328936304748,4.91281270980835
4,0.3603813648223877,0.5080952346324921,0.21294498925304492,4.943007946014404
5,0.29422059442315784,0.5105080306529999,0.17571767171201616,5.082830429077148
6,0.2558248522026198,0.39336419105529785,0.2522196678637777,4.944559812545776
7,0.23604618332215718,0.4289330542087555,0.19803559217370642,4.99922513961792
8,0.21662632056644984,0.7438730597496033,0.13261458116383792,5.001737833023071
9,0.2075502574443817,0.2785305231809616,0.2470818272417398,4.985932350158691
10,0.19393997000796454,0.28353822231292725,0.2560151222891557,4.874933242797852
11,0.18529939545052393,0.45846420526504517,0.17581333389140366,4.945013523101807
12,0.1767425537109375,0.4747081398963928,0.18026732286689617,4.922030687332153
13,0.17779997097594397,2.1711719036102295,0.07512736566168729,4.9923248291015625
14,0.17413388937711716,0.3359680026769638,0.23812588174631638,5.123796701431274
15,0.16389730040516173,0.4298615902662277,0.18183142197409657,5.121685981750488
16,0.16112647950649261,0.4394414871931076,0.21542778795671472,5.059692621231079
17,0.1523653758423669,0.32838237285614014,0.2550677729015648,5.127118349075317
18,0.15086896504674638,0.35710538923740387,0.2077472869920744,5.2383246421813965
19,0.1455532376255308,0.3244602829217911,0.25043514764907926,5.1532416343688965
20,0.1501032236431326,0.5390772968530655,0.17571767171201616,5.176318168640137
21,0.15252020156809262,0.2519005388021469,0.2601972560630733,5.114071846008301
22,0.13920106792024203,0.41837213933467865,0.18011837205091086,5.084539175033569
23,0.13555585326892988,0.6745479106903076,0.173179472934106,5.162890672683716
24,0.1298433787056378,0.4945674240589142,0.19462823223747738,5.178941011428833
25,0.126322763306754,0.36414650082588196,0.21790796805283189,5.150407314300537
26,0.13403471293193953,0.3663007840514183,0.20854558586153193,5.210280418395996
27,0.13191256991454534,0.3071589022874832,0.2569801260450052,5.108071327209473
28,0.12686997864927566,0.3965899795293808,0.23048588300749734,5.278363227844238
29,0.12787353140967234,0.35787802189588547,0.20867804124539546,5.2359724044799805
30,0.12150160116808754,0.3026271164417267,0.2061678118380244,5.203443288803101
31,0.11856182238885335,0.3316473811864853,0.24315659272257859,5.156723737716675
32,0.11202979886106082,0.31000636518001556,0.2565200102888141,5.049588203430176
33,0.12294212036899158,0.45728743076324463,0.18722550651931413,5.0668416023254395
34,0.11536518005388123,0.29379674792289734,0.2636551093985498,5.391309976577759
35,0.11326642174805913,0.7969590127468109,0.17961744782334463,5.057636976242065
36,0.109701043260949,0.47234612703323364,0.20294921665512872,5.0755860805511475
37,0.10641335163797651,0.32052047550678253,0.24424062732808074,5.066312313079834
38,0.09994738761867795,0.3912153095006943,0.22295408138783493,4.920016765594482
39,0.10111262010676521,0.5857173204421997,0.19421088564283115,4.94809365272522
40,0.09881011822393962,0.3636075109243393,0.2077922561034013,4.924844980239868
41,0.10310371965169907,0.22486507147550583,0.28244963202710455,5.028372287750244
42,0.09684291215879577,0.4653189480304718,0.21057714371491013,4.91360878944397
43,0.09448106320840972,0.44313372671604156,0.23496838076765866,4.908785820007324
44,0.09048132811273847,0.3472006767988205,0.24816309771054107,4.9878435134887695
45,0.08677291870117188,0.26096807420253754,0.2564809637441576,4.976594686508179
46,0.09015391527542047,0.8088311851024628,0.17647948444661962,4.917943716049194
47,0.09206380961196763,0.2711056172847748,0.2805414750455355,4.956774711608887
48,0.0937669330409595,0.8713721036911011,0.17699700102595872,4.934926509857178
49,0.09252749755978584,0.5724742859601974,0.19425628678427215,4.943268537521362
50,0.08610842004418373,0.2979420870542526,0.2693788651689294,4.960415363311768
